"year","age","sex","maritl","race","education","region","jobclass","health","health_ins","wage"
2004,34," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",137.590142766506
2005,41," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",134.85152633512
2007,20," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",72.4793162971252
2008,28," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",178.533050380204
2009,55," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",98.5993438603892
2008,38," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",115.375038556391
2005,33," Male"," Never Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",73.7757432746946
2009,43," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",36.6737041960799
2006,50," Male"," Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",123.089699847943
2008,55," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",87.9810327856054
2005,24," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",73.9357192871731
2008,41," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",176.989650489877
2009,37," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",118.884359339886
2005,42," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",134.705375118879
2004,25," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",90.4819133566401
2005,45," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",148.413159102577
2009,40," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",81.2832532842527
2004,43," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",130.982177377461
2006,50," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",176.989650489877
2003,42," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",82.6796372966372
2003,38," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",131.737801155001
2006,44," Male"," Divorced"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",82.6796372966372
2007,19," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",41.4412130349115
2004,44," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",117.146816914805
2003,26," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",73.7757432746946
2005,54," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",86.6951548289402
2006,32," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",99.6894636984864
2008,49," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",141.77517233318
2005,35," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",70.8150386167557
2007,34," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",72.1504556815713
2003,23," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",54.5981500331442
2008,60," Male"," Married"," Asian"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",127.115743812184
2006,54," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",73.7757432746946
2003,31," Male"," Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",139.703071527658
2006,47," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",160.642475408263
2003,48," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",23.9529444789965
2005,48," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",115.375038556391
2004,35," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",114.475713290347
2006,55," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",127.115743812184
2004,35," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",137.590142766506
2009,37," Male"," Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",176.989650489877
2003,27," Male"," Never Married"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",23.2747040516601
2007,64," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",90.4819133566401
2003,52," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",73.7757432746946
2007,47," Male"," Separated"," Black"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",82.6796372966372
2003,26," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",56.9055391446732
2005,41," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",128.680488220624
2009,22," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",75.0431540173515
2004,76," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",73.7757432746946
2006,46," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",108.065830309718
2006,39," Male"," Married"," Black"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",123.089699847943
2006,39," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",277.79948020565
2004,23," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",73.7757432746946
2006,49," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",123.908567597957
2009,44," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",87.9810327856054
2006,20," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",70.4760196469445
2005,43," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",277.601417511009
2006,42," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",148.413159102577
2009,46," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",114.475713290347
2009,33," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",99.6894636984864
2003,62," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",268.266292012557
2006,38," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",130.982177377461
2005,43," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",109.833985642199
2005,46," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",277.601417511009
2006,18," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",73.7757432746946
2009,63," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," No",267.901086855275
2006,43," Male"," Never Married"," Black"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",119.74085129618
2009,44," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",141.77517233318
2008,53," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",128.252661096619
2008,58," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",90.4819133566401
2003,23," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",76.8936025176112
2004,50," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",127.115743812184
2004,35," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",118.884359339886
2006,38," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",200.543262324662
2004,36," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",87.9810327856054
2005,32," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",148.413159102577
2003,56," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",268.266292012557
2005,41," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",87.9810327856054
2004,40," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",99.6894636984864
2004,26," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",82.6796372966372
2006,26," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",130.982177377461
2008,47," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",108.874525834712
2007,25," Male"," Never Married"," Black"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",54.5981500331442
2006,58," Male"," Married"," Black"," Some College"," Middle Atlantic"," Information"," <=Good"," No",309.5717712662
2008,57," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",82.6823993373301
2003,30," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",59.6286455536557
2007,44," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",166.324941233877
2009,29," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",79.8549003093467
2007,51," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," No",118.884359339886
2006,37," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",92.8958447894966
2004,67," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",160.642475408263
2009,34," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",70.4760196469445
2003,50," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",120.589436530402
2005,38," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",160.642475408263
2008,55," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",171.765132627508
2003,27," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",120.589436530402
2007,39," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",134.705375118879
2007,54," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",148.413159102577
2008,55," Male"," Divorced"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",129.453644576625
2003,49," Male"," Married"," Black"," Some College"," Middle Atlantic"," Information"," <=Good"," No",134.705375118879
2003,42," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",56.9055391446732
2005,39," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",87.9810327856054
2003,32," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",68.111994065327
2005,39," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",128.680488220624
2003,50," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",134.705375118879
2004,47," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",94.0727147457005
2003,40," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",87.9810327856054
2006,51," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",118.884359339886
2009,28," Male"," Married"," Asian"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",68.7480877337669
2007,53," Male"," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",94.0727147457005
2005,54," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",118.884359339886
2009,51," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",91.6992261117042
2008,33," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," No",134.705375118879
2008,55," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",127.115743812184
2003,44," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",100.764272842107
2009,30," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",105.927810775063
2005,40," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",87.9810327856054
2007,26," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",99.6894636984864
2006,49," Male"," Married"," Asian"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",112.6488963421
2004,43," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",163.515863976238
2004,43," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",82.6796372966372
2008,44," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",79.8549003093467
2006,32," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",49.5553381215226
2009,34," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",152.838800991182
2009,36," Male"," Married"," Asian"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",148.413159102577
2006,51," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",101.402052302992
2007,42," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," No",95.6888119067371
2003,60," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," <=Good"," Yes",118.884359339886
2004,36," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",76.8936025176112
2006,47," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",118.884359339886
2004,60," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",138.299126920883
2003,22," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",54.5981500331442
2005,41," Male"," Never Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",65.1108537153447
2003,56," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",109.833985642199
2003,44," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",73.7757432746946
2005,49," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",105.927810775063
2006,45," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",116.265324062503
2003,25," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",94.0727147457005
2007,52," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",118.884359339886
2003,30," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",148.413159102577
2009,29," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",104.921506533664
2007,23," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",79.8549003093467
2007,48," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",108.874525834712
2009,44," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",109.833985642199
2003,62," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",127.115743812184
2006,33," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",151.591484239814
2008,51," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",105.927810775063
2006,36," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",200.543262324662
2005,23," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",59.0970640815891
2003,51," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",68.7480877337669
2008,47," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",176.989650489877
2003,34," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",103.90247060316
2004,34," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",82.6796372966372
2009,43," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",200.543262324662
2006,43," Male"," Separated"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",101.82435207568
2009,40," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",163.515863976238
2005,59," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",104.921506533664
2008,53," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",109.833985642199
2004,32," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",104.921506533664
2008,48," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",107.903923866876
2008,37," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",182.020620963512
2006,20," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",75.0431540173515
2004,32," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",61.1875264339915
2004,40," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",85.3839403789827
2004,48," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",123.823733834101
2005,43," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",176.989650489877
2009,56," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",118.884359339886
2003,55," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",268.266292012557
2008,38," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",89.4924795180001
2006,52," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",92.8958447894966
2003,40," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," No",127.115743812184
2005,29," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",115.375038556391
2007,45," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",130.983694295002
2003,39," Male"," Married"," Asian"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",68.7480877337669
2005,50," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",182.020620963512
2003,50," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",143.808556824369
2004,57," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",134.705375118879
2003,30," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",63.1888610037461
2005,56," Male"," Divorced"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",75.3556793180091
2008,43," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",176.990675361059
2004,43," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",104.921506533664
2005,67," Male"," Married"," Black"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",123.089699847943
2005,50," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",111.720849360989
2005,49," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",111.720849360989
2004,50," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",87.9810327856054
2004,59," Male"," Married"," Black"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",144.210761166057
2007,51," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",117.146816914805
2005,39," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",78.3924668009837
2009,54," Male"," Married"," Black"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",99.6894636984864
2004,55," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",123.089699847943
2005,45," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",127.115743812184
2003,54," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",139.00340805947
2008,23," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",127.115743812184
2003,74," Male"," Widowed"," Black"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",70.4760196469445
2005,52," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",109.833985642199
2005,25," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",70.8150386167557
2008,45," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",70.4760196469445
2004,37," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",176.989650489877
2005,55," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",113.567089569751
2004,25," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",82.6796372966372
2008,66," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",148.413159102577
2007,47," Male"," Never Married"," Black"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",161.222495456794
2005,36," Male"," Married"," Black"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",127.115743812184
2004,63," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",134.705375118879
2003,44," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",160.642475408263
2009,37," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",267.901086855275
2006,32," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",104.921506533664
2004,43," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",134.705375118879
2009,37," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",123.089699847943
2009,26," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",66.9616443217359
2004,39," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",91.6992261117042
2008,45," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",160.642475408263
2009,40," Male"," Never Married"," Black"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",136.876367635184
2006,51," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",153.457515308961
2009,52," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",61.1875264339915
2007,43," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",65.1108537153447
2005,52," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",114.475713290347
2005,50," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",182.020620963512
2005,54," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",114.475713290347
2004,28," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",97.4932940453934
2003,28," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",136.876367635184
2005,26," Male"," Never Married"," Asian"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",97.4932940453934
2009,45," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",81.2832532842527
2003,34," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",73.7757432746946
2006,73," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",118.884359339886
2009,31," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",113.567089569751
2005,29," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",90.4819133566401
2008,40," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",160.642475408263
2003,38," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",179.528092196451
2004,42," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",147.766776237856
2007,50," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",87.9810327856054
2008,51," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",59.0328548279404
2009,40," Male"," Separated"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",107.316063157849
2008,25," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",49.5553381215226
2009,47," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",144.47808766541
2009,27," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",81.2832532842527
2003,53," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," No",81.6352686511494
2004,67," Male"," Married"," Black"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",87.9810327856054
2008,40," Male"," Married"," Asian"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",130.982177377461
2003,44," Male"," Married"," Black"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",87.9810327856054
2004,33," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",81.2832532842527
2004,29," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",89.2428846644714
2003,32," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",114.113394510116
2009,27," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",104.921506533664
2003,40," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",112.6488963421
