"cdatetime","address","district","beat","grid","crimedescr","ucr_ncic_code","latitude","longitude"
"5683","1/24/06 11:01","3125 CALLECITA ST",2,"2B        ",545,"290(F)1 W/I 5 DAYS ADD CHANGE",3699,38.62473388,-121.4375154
"5684","1/24/06 11:07","COLCHESTER AVE / GIBRALTAR ST",1,"1A        ",304,"TOWED/STORED VEH-14602.6",7000,38.65121663,-121.5349582
"5685","1/24/06 11:08","4124 22ND ST",4,"4A        ",957,"243(E)1 BATTERY NONCOHAB SPOUS",1315,38.53700426,-121.4885401
"5686","1/24/06 11:09","BANNON CREEK DR / MILLCREEK DR",1,"1B        ",423,"TOWED/STORED VEH-14602.6",7000,38.61653377,-121.502792
"5687","1/24/06 11:16","1500 W EL CAMINO AVE",1,"1B        ",444,"211 PC  ROBBERY UNSPECIFIED",1299,38.61211702,-121.4948783
"5688","1/24/06 11:30","3500 FLORIN RD",5,"5B        ",1367,"459 PC  BURGLARY VEHICLE",2299,38.49407763,-121.4673944
"5689","1/24/06 11:33","FRANKLIN BLVD / FRUITRIDGE RD",4,"4B        ",969,"TOWED/STORED VEH-14602.6",7000,38.52488785,-121.4717471
"5690","1/24/06 11:39","5028 FRANKLIN BLVD",4,"4B        ",969,"TOWED/STORED VEH-14602.6",7000,38.52950126,-121.4729994
"5691","1/24/06 11:40","DEL PASO BLVD / ARDEN WAY",2,"2C        ",611,"TRAFFIC-ACCIDENT INJURY",5400,38.6061587,-121.4590823
"5692","1/24/06 11:45","3501 1ST AVE",6,"6A        ",1013,"CHILD WELFARE - I RPT",7000,38.55396592,-121.4672341
"5693","1/24/06 11:48","26TH ST / H ST",3,"3B        ",728,"530.5 PC USE PERSONAL ID INFO",2604,38.57673576,-121.4709329
"5694","1/24/06 11:55","VALLEY HI DR / BAMFORD DR",5,"5C        ",1624,"211 PC  ROBBERY UNSPECIFIED",1299,38.4706931,-121.4271773
"5695","1/24/06 12:00","6366 MACK RD",5,"5C        ",1623,"484 PC   PETTY THEFT/INSIDE",2308,38.47295223,-121.4281268
"5696","1/24/06 12:00","2423 BOXWOOD ST",2,"2C        ",603,"HARASSMENT - I RPT",7000,38.60973497,-121.4465194
"5697","1/24/06 12:00","291 ALDEBURGH CIR",1,"1A        ",304,"484 PETTY THEFT/LICENSE PLATE",2399,38.65170411,-121.5387578
"5698","1/24/06 12:00","200 P ST",3,"3A        ",762,"459 PC  BURGLARY VEHICLE",2299,38.57585352,-121.5068254
"5699","1/24/06 12:02","DUCKHORN DR / DRAGONFLY CIR",1,"1A        ",345,"TOWED/STORED VEHICLE",7000,38.6305534,-121.5227706
"5700","1/24/06 12:05","FOLSOM BLVD / 32ND ST",3,"3C        ",841,"ASSAULT WITH WEAPON - I RPT",7000,38.56811616,-121.464939
"5701","1/24/06 12:05","W EL CAMINO AVE / REINER WAY",1,"1C        ",435,"TRAFFIC-ACCIDENT-NON INJURY",5400,38.61291591,-121.4904489
"5702","1/24/06 12:07","3301 FONG RANCH RD",1,"1B        ",404,"GANG ACTIVITY - I RPT",7000,38.63020663,-121.4959999
"5703","1/24/06 12:11","300 CAPITOL MALL",3,"3M        ",752,"475(C) PASS FORGED NOTE",2506,38.57868528,-121.5037764
"5704","1/24/06 12:22","RIO LINDA BLVD / JESSIE AVE",2,"2A        ",234,"TRAFFIC-ACCIDENT-NON INJURY",5400,38.64394428,-121.4477453
"5705","1/24/06 12:26","FRANKLIN BLVD / FRUITRIDGE RD",4,"4B        ",969,"TOWED/STORED VEH-14602.6",7000,38.52488785,-121.4717471
"5706","1/24/06 12:28","18TH AVE / FRANKLIN BLVD",4,"4B        ",958,"TOWED/STORED VEH-14602.6",7000,38.53627722,-121.4745855
"5707","1/24/06 12:31","6879 14TH AVE",6,"6C        ",1121,"415(1) PC DISTURB PEACE/FIGHT",5311,38.54146972,-121.4254625
"5708","1/24/06 12:35","FRANKLIN BLVD / 20TH AVE",4,"4B        ",958,"TOWED/STORED VEHICLE",7000,38.53452891,-121.4741684
"5709","1/24/06 12:45","1135 RICHARDS BLVD",3,"3A        ",703,"MISCELLANEOUS I RPT (ZMISC)",7000,38.5952625,-121.4855296
"5710","1/24/06 13:00","360 BARNHART CIR",1,"1A        ",104,"CHILD CUSTODY - I RPT",7000,38.67520381,-121.514569
"5711","1/24/06 13:00","2801 L ST",3,"3B        ",748,"MISSING PERSON",7000,38.57201606,-121.4692575
"5712","1/24/06 13:06","26TH AVE / FRANKLIN BLVD",4,"4B        ",969,"TOWED/STORED VEH-14602.6",7000,38.52904451,-121.4727965
"5713","1/24/06 13:10","1211 SITKA ST",3,"3A        ",709,"20002(A) HIT/RUN",5401,38.59367176,-121.4828749
"5714","1/24/06 13:13","FRANKLIN BLVD / 9TH AVE",4,"4A        ",937,"TOWED/STORED VEH-14602.6",7000,38.54388351,-121.4758022
"5715","1/24/06 13:19","28TH ST / BROADWAY",4,"4A        ",908,"TOWED/STORED VEH-14602.6",7000,38.55735796,-121.4764341
"5716","1/24/06 13:21","721 DIXIEANNE AVE",2,"2C        ",603,"PERSON INFORMATION - I RPT",7000,38.60956685,-121.4504263
"5717","1/24/06 13:24","2250 68TH AVE",5,"5A        ",1384,"GANG ACTIVITY - I RPT",7000,38.48934244,-121.4859396
"5718","1/24/06 13:27","FRANKLIN BLVD / 29TH AVE",4,"4B        ",969,"TOWED/STORED VEH-14602.6",7000,38.52659231,-121.4721784
"5719","1/24/06 13:30","7155 24TH ST",4,"4B        ",1356,"10851(A)VC TAKE VEH W/O OWNER",2404,38.49622629,-121.4821968
"5720","1/24/06 13:30","1910 J ST",3,"3B        ",746,"484 PC PETTY THEFT",2399,38.57639629,-121.4808628
"5721","1/24/06 13:36","GATEWAY PARK BLVD / N MARKET BLVD",1,"1A        ",307,"TOWED/STORED VEHICLE",7000,38.64662608,-121.5027081
"5722","1/24/06 13:56","2632 27TH ST",4,"4A        ",908,"10851 VC AUTO THEFT LOCATE",2404,38.55519626,-121.479335
"5723","1/24/06 13:58","28TH ST / T ST",3,"3B        ",778,"TRAFFIC-ACCIDENT INJURY",5400,38.56283051,-121.4739878
"5724","1/24/06 14:00","3934 KERN ST",2,"2A        ",506,"290(F)1 W/I 5 DAYS ADD CHANGE",3699,38.63934503,-121.4252022
"5725","1/24/06 14:00","500 ARDEN WAY",2,"2C        ",613,"FOUND PROPERTY - I RPT",7000,38.60530838,-121.4569331
"5726","1/24/06 14:00","5600 FOLSOM BLVD",3,"3C        ",855,"484 PC PETTY THEFT",2399,38.55792771,-121.43864
"5727","1/24/06 14:08","DEL PASO BLVD / ARDEN WAY",2,"2C        ",611,"5150 WI DANGER SELF/OTHERS",7000,38.6061587,-121.4590823
"5728","1/24/06 14:15","DUCKHORN DR / GREAT EGRET WAY",1,"1A        ",334,"TOWED/STORED VEH-14602.6",7000,38.63583009,-121.5252034
"5729","1/24/06 14:15","2620 MAYBROOK DR",1,"1A        ",113,"484 PC  PETTY THEFT/ OUTSIDE",2309,38.66845937,-121.5210631
"5730","1/24/06 14:24","2250 68TH AVE",5,"5A        ",1384,"484 PC   PETTY THEFT/INSIDE",2308,38.48934244,-121.4859396
"5731","1/24/06 14:24","1 GRANVILLE CT",2,"2A        ",237,"HARASSMENT - I RPT",7000,38.64205073,-121.4155099
"5732","1/24/06 14:25","LEMON HILL AVE / STOCKTON BLVD",6,"6B        ",1401,"TRAFFIC-ACCIDENT-NON INJURY",5400,38.51585289,-121.4383522
"5733","1/24/06 14:33","SAN JUAN RD / DUCKHORN DR",1,"1B        ",345,"23103(A) RECKLESS ON HIGHWAY",5499,38.62776914,-121.5221311
"5734","1/24/06 14:35","FRANKLIN BLVD / BROOKFIELD DR",5,"5B        ",1603,"TRAFFIC OFFENSE",5499,38.48230213,-121.4530858
"5735","1/24/06 14:35","HOWE AVE / COLLEGE TOWN DR",3,"3C        ",898,"TRAFFIC-ACCIDENT INJURY",5400,38.5554124,-121.4093934
"5736","1/24/06 14:36","3816 HURON ST",2,"2A        ",505,"422 PC THREAT/INTENT TO TERROR",1602,38.63722545,-121.4336252
"5737","1/24/06 14:40","ACADEMY WAY / KATHLEEN AVE",2,"2B        ",556,"TRAFFIC-ACCIDENT INJURY",5400,38.62197217,-121.4253528
"5738","1/24/06 14:41","21ST ST / W ST",3,"3B        ",787,"TRAFFIC-ACCIDENT INJURY",5400,38.56204963,-121.4847478
"5739","1/24/06 14:45","7TH ST / K ST",3,"3M        ",742,"FRAUD OR BUNCO - I RPT",7000,38.58026647,-121.4979339
"5740","1/24/06 14:45","GRAND AVE / ELM ST",2,"2A        ",505,"NON INJ HR/MAIL OUT REPORT",7000,38.63651305,-121.4328187
"5741","1/24/06 14:50","4730 67TH ST",6,"6C        ",1131,"530.5 PC USE PERSONAL ID INFO",2604,38.53293723,-121.4264051
"5742","1/24/06 14:56","2501 FRUITRIDGE RD",4,"4B        ",977,"TOWED/STORED VEH-14602.6",7000,38.525334,-121.4811363
"5743","1/24/06 15:00","382 MORRISON AVE",2,"2A        ",501,"10853 VC MALIC MISCHIEF TO VEH",2999,38.63766971,-121.4581955
"5744","1/24/06 15:00","22 CADILLAC DR",3,"3C        ",878,"10851(A)VC TAKE VEH W/O OWNER",2404,38.57495865,-121.418725
"5745","1/24/06 15:00","5763 14TH AVE",6,"6B        ",1056,"484 PETTY THEFT/LICENSE PLATE",2399,38.53971204,-121.4388358
"5746","1/24/06 15:00","8417 ROVANA CIR",6,"6C        ",1447,"484 PETTY THEFT/LICENSE PLATE",2399,38.50530823,-121.3968674
"5747","1/24/06 15:00","5889 STOCKTON BLVD",6,"6B        ",1401,"GRAND THEFT - I RPT",7000,38.51975733,-121.4394225
"5748","1/24/06 15:01","1695 ARDEN WAY",2,"2C        ",616,"484 PETTY THEFT-SHOPLIFT",2303,38.6017616,-121.4258271
"5749","1/24/06 15:04","7660 POCKET RD",4,"4C        ",1295,"10851 VC AUTO THEFT LOCATE",2404,38.47644582,-121.5396169
"5750","1/24/06 15:10","8743 WHITEHOUSE RD",5,"5C        ",1654,"459 PC  BURGLARY RESIDENCE",2204,38.43908972,-121.4129032
"5751","1/24/06 15:10","3116 SAN CARLOS WAY",6,"6A        ",1032,"459 PC  BURGLARY RESIDENCE",2204,38.5457523,-121.4617849
"5752","1/24/06 15:15","3731 AUBURN BLVD",2,"2A        ",509,"1203.2 PC VIOLATION OF PROBATI",5012,38.63914751,-121.3779211
"5753","1/24/06 15:19","65TH STREET EXPY / FRUITRIDGE RD",6,"6B        ",1141,"TRAFFIC-ACCIDENT INJURY",5400,38.52507559,-121.427517
"5754","1/24/06 15:21","STOCKTON BLVD / MASSIE CT",5,"5C        ",1607,"TRAFFIC-ACCIDENT INJURY",5400,38.47581524,-121.4196575
"5755","1/24/06 15:25","3731 AUBURN BLVD",2,"2A        ",509,"242 PC  BATTERY CIVILIAN",1313,38.63914751,-121.3779211
"5756","1/24/06 15:30","6138 RIVERSIDE BLVD",4,"4C        ",1251,"484 PC   PETTY THEFT/INSIDE",2308,38.51549756,-121.5284886
"5757","1/24/06 15:32","363 MINT ST",3,"3A        ",709,"148.9 PC FALSE ID TO OFFICER",4803,38.59345125,-121.4839192
"5758","1/24/06 15:46","FRUITRIDGE RD / 24TH ST",4,"4B        ",977,"14601(A) VC LIC SUSP NEGLIGENT",5499,38.5248104,-121.483171
"5759","1/24/06 15:54","2678 RIO LINDA BLVD",2,"2B        ",563,"PROTECTIVE CUSTODY-I RPT",7000,38.61610077,-121.445518
"5760","1/24/06 15:55","ROANOKE AVE / DAYTON ST",2,"2A        ",517,"10851 VC AUTO THEFT LOCATE",2404,38.63464848,-121.4184028
"5761","1/24/06 15:57","200 DANVILLE WAY",2,"2B        ",531,"BATTERY - I RPT",7000,38.62491505,-121.462962
"5762","1/24/06 15:58","52 BRANDYWOOD CT",5,"5B        ",1399,"530.5 PC USE PERSONAL ID INFO",2604,38.4840374,-121.4665679
"5763","1/24/06 16:00","5510 JACINTO AVE",5,"5C        ",1661,"459 PC  BURGLARY RESIDENCE",2204,38.44603928,-121.4399204
"5764","1/24/06 16:00","22 CADILLAC DR",3,"3C        ",878,"10851(A)VC TAKE VEH W/O OWNER",2404,38.57495865,-121.418725
"5765","1/24/06 16:00","3628 PINELL ST",2,"2A        ",517,"242 PC  BATTERY CIVILIAN",1313,38.63387807,-121.4191898
"5766","1/24/06 16:00","1233 DELTA ST",3,"3A        ",709,"498(B)(5) THEFT OF ELECTRICITY",2399,38.59375853,-121.4826293
"5767","1/24/06 16:05","7TH ST / K ST",3,"3M        ",742,"647(F) PC DIP - DISORDERLY",5311,38.58026647,-121.4979339
"5768","1/24/06 16:06","21ST AVE / FRANKLIN BLVD",4,"4B        ",958,"TOWED/STORED VEH-14602.6",7000,38.53366299,-121.4739615
"5769","1/24/06 16:15","4925 J ST",3,"3C        ",834,"487(A) GRAND THEFT-INSIDE",2308,38.56696743,-121.4426296
"5770","1/24/06 16:16","FRANKLIN BLVD / 14TH AVE",4,"4B        ",958,"TOWED/STORED VEH-14602.6",7000,38.5399031,-121.4754644
"5771","1/24/06 16:17","STOCKTON BLVD / MACK RD",5,"5C        ",1607,"TOWED/STORED VEHICLE",7000,38.47433721,-121.4189709
"5772","1/24/06 16:23","FRANKLIN BLVD / 19TH AVE",4,"4B        ",958,"TOWED/STORED VEH-14602.6",7000,38.53513366,-121.4743108
"5773","1/24/06 16:28","400 EL CAMINO AVE",2,"2C        ",602,"666 PC PETTY THEFT W/PRI CONV",2399,38.61062598,-121.4572426
"5774","1/24/06 16:30","8476 W STOCKTON BLVD",5,"5C        ",1654,"594(B)(2)(A) VANDALISM/ -$400",2999,38.44924455,-121.4086541
"5775","1/24/06 16:30","2221 ROANOKE AVE",2,"2A        ",517,"459 PC  BURGLARY RESIDENCE",2204,38.63491454,-121.4150713
"5776","1/24/06 16:33","2714 5TH ST",4,"4A        ",912,"PROTECTIVE CUSTODY-I RPT",7000,38.55950557,-121.5103761
"5777","1/24/06 16:40","CALVADOS AVE / FAIRFIELD ST",2,"2C        ",603,"647(B) PC   PROSTITUTION",4004,38.60750643,-121.4531229
"5778","1/24/06 16:40","7900 FOLSOM BLVD",3,"3C        ",1101,"PROTECTIVE CUSTODY-I RPT",7000,38.54976013,-121.4107934
"5779","1/24/06 16:45","ARDEN WAY / HERITAGE LN",2,"2C        ",619,"MISCELLANEOUS I RPT (ZMISC)",7000,38.60034763,-121.4286413
"5780","1/24/06 16:52","1514A MCALLISTER AVE",4,"4C        ",1311,"10851 VC AUTO THEFT LOCATE",2404,38.51441882,-121.5010951
"5781","1/24/06 16:52","1514A MCALLISTER AVE",4,"4C        ",1311,"10851 VC AUTO THEFT LOCATE",2404,38.51441882,-121.5010951
"5782","1/24/06 17:00","K ST / 7TH ST",3,"3M        ",742,"SAFEKEEPING - I RPT",7000,38.58026647,-121.4979339
"5783","1/24/06 17:00","4772 NASHUA WAY",2,"2A        ",222,"243(D) PC BATT/CIVILIAN W/INJ",1315,38.65420479,-121.4621144
"5784","1/24/06 17:00","1340 PEBBLEWOOD DR",1,"1C        ",426,"10851(A)VC TAKE VEH W/O OWNER",2404,38.62249154,-121.4918261
"5785","1/24/06 17:00","581 PALA WAY",3,"3C        ",824,"459 PC  BURGLARY RESIDENCE",2204,38.57127936,-121.4427953
"5786","1/24/06 17:00","1701 SUTTERVILLE RD",4,"4A        ",945,"594(B)(2)(A) VANDALISM/ -$400",2999,38.54016571,-121.500048
"5787","1/24/06 17:00","8140 BERRY AVE",6,"6C        ",1446,"459 PC  BURGLARY BUSINESS",2203,38.50567194,-121.4050591
"5788","1/24/06 17:05","FRANKLIN BLVD / FRUITRIDGE RD",4,"4B        ",969,"TOWED/STORED VEH-14602.6",7000,38.52488785,-121.4717471
"5789","1/24/06 17:15","5TH AVE / HWY 99 NB",6,"6A        ",1011,"10851(A)VC TAKE VEH W/O OWNER",2404,38.54935269,-121.4738249
"5790","1/24/06 17:17","2505 RIVERSIDE BLVD",4,"4A        ",905,"484 PETTY THEFT-SHOPLIFT",2303,38.56201402,-121.4972545
"5791","1/24/06 17:24","8119 GANDY DANCER WAY",5,"5C        ",1637,"653M(A) PC OBSCENE/THREAT CALL",5309,38.4620837,-121.4231427
"5792","1/24/06 17:26","1811 KEITH WAY",2,"2C        ",606,"10851 VC AUTO THEFT LOCATE",2404,38.60459979,-121.4233896
"5793","1/24/06 17:28","FRANKLIN BLVD / 26TH AVE",4,"4B        ",969,"TOWED/STORED VEH-14602.6",7000,38.52904451,-121.4727965
"5794","1/24/06 17:35","BOXWOOD ST / EL CAMINO AVE",2,"2C        ",564,"647(B) PC   PROSTITUTION",4004,38.61112011,-121.4461937
"5795","1/24/06 17:39","3309 X ST",6,"6A        ",1001,"11364 HS POSS DRUG PARAPH",3599,38.55646174,-121.4689745
"5796","1/24/06 17:39","1814 19TH ST",3,"3A        ",776,"484 PETTY THEFT-SHOPLIFT",2303,38.56796664,-121.4852542
"5797","1/24/06 17:40","77 AUDIA CIR",5,"5C        ",1605,"TOWED/STORED VEHICLE",7000,38.48006405,-121.4331072
"5798","1/24/06 17:41","FRANKLIN BLVD / 21ST AVE",4,"4B        ",958,"TOWED/STORED VEH-14602.6",7000,38.53366299,-121.4739615
"5799","1/24/06 17:50","2726 CAPITOL AVE",3,"3B        ",748,"459 PC  BURGLARY VEHICLE",2299,38.57035191,-121.4710327
"5800","1/24/06 18:00","1041 33RD ST",3,"3C        ",841,"459 PC  BURGLARY RESIDENCE",2204,38.57109651,-121.4621919
"5801","1/24/06 18:00","2015 21ST ST",3,"3B        ",787,"TELEPEST -I RPT",7000,38.56473346,-121.4831336
"5802","1/24/06 18:00","1122 17TH ST",3,"3M        ",746,"459 PC  BURGLARY VEHICLE",2299,38.57593958,-121.4849693
"5803","1/24/06 18:00","S ST / 17TH ST",3,"3A        ",775,"459 PC  BURGLARY VEHICLE",2299,38.56783954,-121.4881721
"5804","1/24/06 18:19","FRANKLIN BLVD / FRUITRIDGE RD",4,"4B        ",969,"TOWED/STORED VEH-14602.6",7000,38.52488785,-121.4717471
"5805","1/24/06 18:30","3555 AUBURN BLVD",2,"2A        ",509,"MISSING PERSON",7000,38.63862878,-121.3815598
"5806","1/24/06 18:30","77 AUDIA CIR",5,"5C        ",1605,"TOWED/STORED VEHICLE",7000,38.48006405,-121.4331072
"5807","1/24/06 18:52","POCKET RD / RIVER ISLE WAY",4,"4C        ",1282,"211 PC  ROBBERY UNSPECIFIED",1299,38.49035188,-121.5502532
"5808","1/24/06 18:55","1695 ARDEN WAY",2,"2C        ",616,"484 PETTY THEFT-SHOPLIFT",2303,38.6017616,-121.4258271
"5809","1/24/06 19:00","5613 FOLSOM BLVD",3,"3C        ",846,"594(B)(2)(A) VANDALISM/ -$400",2999,38.55835434,-121.4377169
"5810","1/24/06 19:07","809 UNION ST",2,"2B        ",523,"11377(A)HS POSS AMPHETAMINES",3572,38.62821864,-121.4472475
"5811","1/24/06 19:19","3011 T ST",3,"3C        ",861,"211 PC  ROBBERY UNSPECIFIED",1299,38.56226855,-121.4705855
"5812","1/24/06 19:28","3049 CLAY ST",2,"2B        ",545,"FAMILY DISTURBANCE - I RPT",7000,38.62309594,-121.4395025
"5813","1/24/06 19:33","5330 STOCKTON BLVD",6,"6B        ",1084,"484 PETTY THEFT-SHOPLIFT",2303,38.52652786,-121.4443436
"5814","1/24/06 19:43","2100 HARVARD ST",2,"2C        ",605,"5150 WI DANGER SELF/OTHERS",7000,38.60534892,-121.4372414
"5815","1/24/06 20:00","2719 RIVER PLAZA DR",1,"1B        ",478,"10851(A)VC TAKE VEH W/O OWNER",2404,38.60812197,-121.5254614
"5816","1/24/06 20:00","7767 LA RIVIERA DR",3,"3C        ",888,"10851(A)VC TAKE VEH W/O OWNER",2404,38.55575132,-121.411779
"5817","1/24/06 20:00","1424 24TH ST",3,"3B        ",767,"594.3(A)VANDAL/PLACE OF WORSHI",2999,38.57011311,-121.4770995
"5818","1/24/06 20:10","717 K ST",3,"3M        ",742,"594(B)(1)PC  VANDALISM +$400",2999,38.5803421,-121.4970134
"5819","1/24/06 20:10","4530 78TH ST",6,"6C        ",1132,"10851(A)VC TAKE VEH W/O OWNER",2404,38.53381252,-121.4136728
"5820","1/24/06 20:12","2239 CRAIG AVE",5,"5A        ",1503,"211 PC ROBBERY-PURSE SNATCH",1210,38.47824756,-121.4856527
"5821","1/24/06 20:15","13TH ST / F ST",3,"3A        ",725,"11364 HS POSS DRUG PARAPH",3599,38.58354799,-121.4873108
"5822","1/24/06 20:25","MENDEL WAY / GARAVENTA WAY",1,"1C        ",426,"211 PC  ROBBERY UNSPECIFIED",1299,38.61872555,-121.4884088
"5823","1/24/06 20:30","2751 WILMINGTON AVE",4,"4B        ",958,"459 PC  BURGLARY BUSINESS",2203,38.53874125,-121.4778223
"5824","1/24/06 20:40","19TH ST / S ST",3,"3B        ",776,"20002(A) HIT/RUN",5401,38.56713032,-121.4855226
"5825","1/24/06 20:49","DETROIT BLVD / MEADOWVIEW RD",5,"5A        ",1398,"TOWED/STORED VEH-14602.6",7000,38.48151147,-121.4684313
"5826","1/24/06 21:00","3200 TRENTWOOD WAY",5,"5A        ",1398,"10851(A)VC TAKE VEH W/O OWNER",2404,38.48524112,-121.4709678
"5827","1/24/06 21:00","946 CARMELITA AVE",2,"2B        ",523,"242 PC  BATTERY CIVILIAN",1313,38.63014101,-121.4438475
"5828","1/24/06 21:00","7922 CENTER PKWY",5,"5B        ",1622,"245(A)(1)AWDW/NO FIREARM/CIVIL",1315,38.46977532,-121.4348584
"5829","1/24/06 21:00","2733 BRANCH ST",2,"2B        ",553,"THREATS - I RPT",7000,38.61701846,-121.4444853
"5830","1/24/06 21:02","BROADWAY / STOCKTON BLVD",6,"6A        ",1007,"TOWED/STORED VEH-14602.6",7000,38.54675579,-121.4538401
"5831","1/24/06 21:15","3953 SHERMAN WAY",6,"6B        ",1003,"484 PETTY THEFT CLOUT UNLOCKED",2305,38.55465448,-121.4605673
"5832","1/24/06 21:28","6929 LEMONDROP CT",6,"6C        ",1403,"5150 WI DANGER SELF/OTHERS",7000,38.51688672,-121.4224553
"5833","1/24/06 21:28","1501 NORTHGATE BLVD",1,"1C        ",454,"CASUALTY REPORT",7000,38.59836815,-121.4769484
"5834","1/24/06 21:30","1920 BOWLING GREEN DR",2,"2C        ",606,"487(D)GRAND THEFT FIREARM/ANIM",2399,38.6066633,-121.4219976
"5835","1/24/06 21:39","Q ST / 22ND ST",3,"3B        ",767,"20002(A) HIT/RUN",5401,38.56824234,-121.4805829
"5836","1/24/06 21:47","6429 RIVERSIDE BLVD",4,"4C        ",1262,"CASUALTY REPORT",7000,38.51042757,-121.5419071
"5837","1/24/06 22:00","2451 MEADOWVIEW RD",5,"5A        ",1396,"166(A)(4) WILFUL DISOBEY CT OR",5005,38.48306838,-121.4774573
"5838","1/24/06 22:00","23 PRESTWICK CT",1,"1B        ",435,"273.6(A) PC VIO DV COURT ORDER",5007,38.61601768,-121.4971012
"5839","1/24/06 22:04","4001 J ST",3,"3C        ",832,"484 PC   PETTY THEFT/INSIDE",2308,38.57052225,-121.4521612
"5840","1/24/06 22:20","BROADWAY / 32ND ST",6,"6A        ",1012,"12316(B)(1)FELON POSSESS AMMO",5299,38.55500397,-121.4714437
"5841","1/24/06 22:20","809 UNION ST",2,"2B        ",523,"10851 VC AUTO THEFT LOCATE",2404,38.62821864,-121.4472475
"5842","1/24/06 22:36","1ST AVE / 37TH ST",6,"6A        ",1014,"11357(B)HS POSS -28.5GR MARIJ",3562,38.55301886,-121.4649158
"5843","1/24/06 22:36","809 UNION ST",2,"2B        ",523,"10851 VC AUTO THEFT LOCATE",2404,38.62821864,-121.4472475
"5844","1/24/06 22:38","809 UNION ST",2,"2B        ",523,"10851 VC AUTO THEFT LOCATE",2404,38.62821864,-121.4472475
"5845","1/24/06 22:47","MCALLISTER AVE / MCLAREN AVE",4,"4C        ",1311,"TOWED/STORED VEHICLE",7000,38.51449255,-121.5016363
"5846","1/24/06 22:50","1506 19TH ST",3,"3B        ",766,"BURGLARY - I RPT",7000,38.57129439,-121.4839465
"5847","1/24/06 22:53","MANORSIDE DR / MEADOWVIEW RD",5,"5A        ",1393,"TOWED/STORED VEH-14602.6",7000,38.4814126,-121.491628
"5848","1/24/06 23:00","7715 COLLEGE TOWN DR",3,"3C        ",888,"10851(A)VC TAKE VEH W/O OWNER",2404,38.55564283,-121.4147524
"5849","1/24/06 23:00","7877 LA RIVIERA DR",3,"3C        ",888,"10851(A)VC TAKE VEH W/O OWNER",2404,38.55728421,-121.4119063
"5850","1/24/06 23:00","1831 GARDEN HWY",1,"1B        ",475,"10851(A)VC TAKE VEH W/O OWNER",2404,38.60503971,-121.533926
"5851","1/24/06 23:00","6140 GLORIA DR",4,"4C        ",1255,"484 PC PETTY THEFT",2399,38.51550222,-121.5189506
"5852","1/24/06 23:17","6868 PARK RIVIERA WAY",4,"4C        ",1266,"459 PC  BURGLARY VEHICLE",2299,38.50158391,-121.5456364
"5853","1/24/06 23:30","2647 DONNER WAY",4,"4A        ",928,"459 PC  BURGLARY VEHICLE",2299,38.54836976,-121.4787065
"5854","1/24/06 23:30","7819 SUMMERSDALE DR",5,"5B        ",1621,"10851(A)VC TAKE VEH W/O OWNER",2404,38.47333291,-121.4414006
"5855","1/24/06 23:30","3635 NORTHGATE BLVD",1,"1C        ",406,"242 PC  BATTERY CIVILIAN",1313,38.63153005,-121.4767715
"5856","1/24/06 23:36","8205 BERRY AVE",6,"6C        ",1446,"ACCIDENTAL FIRES/ARSON -I RPT",7000,38.50736055,-121.4034305
"5857","1/24/06 23:37","MACK RD / VALLEY HI DR",5,"5C        ",1606,"11364 HS POSS DRUG PARAPH",3599,38.47421612,-121.42717
"5858","1/24/06 23:58","7901 COLLEGE TOWN DR",3,"3C        ",888,"11350(A)HS POSS CNTRL SUBST",3532,38.55580579,-121.410072
"5859","1/25/06 0:00","3800 19TH AVE",6,"6A        ",1061,"459 PC  BURGLARY VEHICLE",2299,38.5351352,-121.4656547
"5860","1/25/06 0:00","7308 STRATFORD ST",5,"5A        ",1371,"MISSING PERSON",7000,38.49115403,-121.500178
"5861","1/25/06 0:00","1715 I ST",3,"3M        ",736,"476 PC PASS FICTICIOUS CHECK",2501,38.57901339,-121.4827538
"5862","1/25/06 0:00","5738 GRASSINGTON LN",1,"1A        ",103,"594(B)(2)(A) VANDALISM/ -$400",2999,38.681468,-121.5206849
"5863","1/25/06 0:00","815 19TH ST",3,"3B        ",736,"459 PC  BURGLARY VEHICLE",2299,38.57871645,-121.4802163
"5864","1/25/06 0:00","1201 K ST",3,"3M        ",744,"484G(B) PC ACCESS CARD FRAUD",2605,38.57873639,-121.490882
"5865","1/25/06 0:01","1312 NEVIS CT",4,"4A        ",1208,"1708 US   THEFT OF MAIL",2310,38.52477943,-121.5081919
"5866","1/25/06 0:01","5601 DELCLIFF CIR",4,"4C        ",1225,"1708 US   THEFT OF MAIL",2310,38.52450018,-121.5155483
"5867","1/25/06 0:01","1903 I ST",3,"3B        ",736,"459 PC  BURGLARY VEHICLE",2299,38.57809363,-121.4803293
"5868","1/25/06 0:01","516 25TH ST",3,"3B        ",728,"594(B)(2)(A) VANDALISM/ -$400",2999,38.57982154,-121.4713893
"5869","1/25/06 0:03","2738 65TH ST",6,"6B        ",1018,"459 PC  BURGLARY BUSINESS",2203,38.54906486,-121.4282022
"5870","1/25/06 0:12","SUTTERVILLE RD / FREEPORT BLVD",4,"4A        ",957,"TOWED/STORED VEHICLE",7000,38.53514629,-121.4937694
"5871","1/25/06 0:13","65TH ST / 14TH AVE",6,"6B        ",1121,"11364 HS POSS DRUG PARAPH",3599,38.53959695,-121.4276732
